OKC,OK
Covington,La
Eau Claire,WI
Owings Mills,MD
Tuscaloosa,Al
Warwick,RI
Düsseldorf,North Rhine-Westphalia
Park City,UT
Largo,FL
Glasgow,Scotland
Poole,England
Trenton,NJ
Smyrna,Georgia
Littleton,NH
Juno Beach,FL
Meadville,PA
Summerville,South Carolina
Byron,IL
Gurugram,Haryana
Simi Valley,CA-California
Wimbledon,London
Sayreville,NJ
Mequon,Wisconsin
Cape Coral,Florida
Everett,WA
Endwell,New York
Lake Oswego,Oregon
Eunice,NM
Maple Plain,MN
SAINT PAUL,Minnesota
Malmö,Skane
Guelph,Ontario
Saint-Hubert,Quebec
Elk Grove,California
Western Springs,Illinois
Cheshire,CT
Greenfield,IN
St. Augustine,FL
Nashville-Davidson,TN
Tanner,Alabama
Manassas,VA
Pontiac,Michigan
Traverse City,Michigan
Groveport,OH
Sayre,PA
Pompano Beach,FL
N. Charleston,SC
Kingston,NY
Trivandrum,Kerala
South Plainfield,NJ
Smithtown,NY
Decatur,GA
Tupelo,MS
Coatesville,PA
Kenai,AK
East Windsor,New Jersey
Uzwil,St. Gallen
Monterey Park,CA
Carson City,Nevada
New Braunfels,TX
Delray Beach,Florida
Bad Homburg,Frankfurt
North Little Rock,Arkansas
Issaquah,WA
Teddington,Middlesex
Ontario,New York
Spring Lake,NC
Ellisville,MO
Wilmslow,Cheshire
Skokie,IL
Round Rock,Texas
Gaithersburg ,MD
Missoula,MT
Pembroke Pines,Florida
Saint-Quentin-en Yvelines,Yvelines
Neptune City,NJ
Stratford,CT
Rego Park,NY
 La Crosse,Wisconsin
La Palma,CA
Wheeling,Illinois
Spartanburg,South Carolina
Clive,Iowa
Woodstock,GA
Deerfield Beach,Florida
Florence,Kentucky
Opelousas,LA
Warren,OH
FAIRVIEW,OR
Mill Valley,California
Allschwil,Basel-Country
Bay Minette,AL
Quincy,MA
Morgan Hill,Ca
Lanham,MD
Basalt,CO
Three Chopt,Virginia
Conroe,Texas
Deer Park,Texas
Pembroke,Bermuda
Wickenburg,AZ
Prairie Village,KS
Abilene,TX
Inverness,Florida
Anderson,IN
Mission,TX
Helotes,Texas
Milford,Delaware
Gilroy,CA
New Canaan,CT
Santa Rosa,CA
Wisconsin Dells,Wi
Berlin,Berlin
Walsenburg,Colorado
Sussex,WI
Spokane,Washington
Rio Rancho,NM
Salford,Manchester
Villorba,TV
Dakota,IL
Beverly,Massachusetts
Louvain-la-Neuve,Walloon Region
Braintree,MA
Minden,Nevada
Paris La Défense,IDF
Ventura,California
Quakertown,PA
Cordova,Tennessee
Cheltenham,Gloucestershire
Laguna Hills,CA
Clerkenwell,England
North Brunswick,NJ
Durant,OK
Collingswood,New Jersey
Marion,IL
Jiangsu,Changzhou
Lorton,VA
Coplay,PA
Wilton,CT
Oviedo,FL
Warrenville,IL
Davenport,Iowa
Migdal Haemek,Israel
Buford,Georgia
Slidell,LA
Dania Beach,FL
Weddington,NC
LOS ALTOS,CA
 Albuquerque,NM
Barberton,OH
Fishers,Indiana
Berkeley Heights,NJ
Wrentham,MA
Gland,Vaud
Peapack-Gladstone,NJ
Hollister,California
Rutland,Vermont
Ashland,Virginia
Reykjavík,Capital Region
Lake Worth,FL
Sturbridge,Massachusetts
Clinton Township,MI
Ridgewood,NJ
Winterville,NC
Takoma Park,Maryland
Henrico,Virginia
Monterrey,Nuevo León
Forney,TX
New Britain,CT
Bridgeview,IL
West Chicago,IL
Midvale,Utah
Bartow,Florida
Katy,Texas
Marlton,NJ
Elliston,VA
Westfield,Pennsylvania
Auckland,Auckland
Saskatoon,SK
Saint Cloud,MN
Upper Marlboro,MD
Layton,UT
Syracuse,NY
Walton,KY
Brightwaters,NY
Needham,MA
Arlington Heights,Illinois
Ankeny,IA
Gulfport,Ms.
Monmouth Junction,New Jersey
Karben,Hesse
Corona,California
Fullerton,CA
Cheyenne,WY
Peabody,MA
Hawthorne,New York
Chestnut Hill,MA
Fidenza,Parma
Hot Springs,AR
Port St Lucie,Florida
Apopka,Florida
Lacey,WA
Oldsmar,Florida
West Fargo,ND
St. Marys,OH
Grandville,MI
Niskayuna,NY
Paso Robles,CA
Bridgman,MI
Hefei,Anhui
Mahwah,NJ
Big Rapids,Michigan
Cutler Bay,FL
Holliston,MA
La Farge,WI
Brooksville,FL
Philadelphia   ,PA
Getzville,New York
Urbandale,Iowa
Saint John,New Brunswick
West Point,GA
Eugene,Oregon
Depew,New York
Panama City,Florida
Bellows Falls,VT
Newburgh,IN
Kissimmee,Florida
Warrendale,Pennsylvania
Lewes,Delaware
Rochester Hills,MI
cohasset,MA
Binghamton,NY
Greenbrae,CA
Holly,MI
Winter Park,FL
Thornville,Ohio
De Forest,Wisconsin
Yardley,PA
Robbinsville,New Jersey
Waconia,MN
Marina del Rey,CA
Glattbrugg,Zürich
Cuyahoga Falls,OH
Oregon City,OR
Camarillo,CA
Broomall,PA
Quebec City,Quebec
Yongin-si,Gyeonggi-do
Mesa,Arizona
Rochelle Park,New Jersey
Iselin,New Jersey
Archbold,Ohio
Los Alamitos,California
Carol Stream,IL
San Pablo,CA
Coeur d'Alene,ID
Hastings,MI
Lake Charles,LA
Aiken,South Carolina
San Juan,PR
Clarkston,MI
Bluffton,South Carolina
Mundelein,Illinois
Murrieta,CA
Canada ,United States
Maspeth,New York
Montville,New Jersey
Odessa,Florida
Willow Grove,PA
Roswell,GA
El Dorado,Arkansas
Manhattan,New York
Borgomanero,NO
SOUTH SAN FRANCISCO,CA
Linden,New Jersey
Uniondale,New York
New Providence,New Jersey
Harrogate,North Yorkshire
Pleasant Hill,California
Winn,MI
Hercules,CA
Saint Augustine,FL
Shirley,England
Petaluma,CA
Harvey,IL
Montrose,Colorado
Browns Summit,North Carolina
Pascoag,RI
Albert City,Iowa
Roselle,Illinois
Willoughby,Ohio
Madison Heights,Michigan
Bridgeton,MO
Delphi,Indiana
Middle River,Maryland
Carlisle,PA
Chesterton,IN
Bellingham,wa
Claymont,Delaware
Hillside,NJ
Pittsfield,MA
Pickerington,Ohio
Danville,IL
Bellbrook,Ohio
Pewaukee,Wisconsin
Athens,GA
Collinsville,IL
Pataskala,OH
Bensalem,Pennsylvania
Elkhorn,NE
SARATOGA,CA
Santa Clarita,California
Camas,Washington
Hiawatha,Iowa
Delta,British Columbia
Bound Brook,New Jersey
Wake Forest,North Carolina
Thornton,Colorado
Watford,Herts
Butler,PA
Pascagoula,MS
Harleysville,Pennsylvania
Rancho Santa Fe,California
Brooklyn Park,Minnesota
St. Francisville,Louisiana
Shakopee,MN
Saline,MI
East Sandwich,Massachusetts
Mayville,WI
Vaughan,Ontario
Vallejo,California
Menomonie,WI
Dubai,Dubai
Victoria,BC
Golden Valley,Minnesota
Jamesburg,New Jersey
Devon,Pennsylvania
Temple Terrace,FL
San Juan Capistrano,California
Dorval,Quebec
Elm Grove,WI
Hillsborough,New Jersey
Port Charlotte,Florida
Freehold,New Jersey
Brownsville,Texas
Ridgeland,MS
Port Melbourne,Victoria
Stockton,CA
Nashua,NH
Stoutland,MO
Dongguan,Guangdong
Grand Haven,MI
Stilwell,KS
Southbury,CT
Laupheim,Baden-Württemberg
"New Bern, NC",United States (+1)
Plantation,Florida
Vittoria,Ontario
Valparaiso,Indiana
North Charleston,South Carolina
Carpentersville,Illinois
Tavares,Florida
Tucker,GA
Parkland,FL
Saddle Brook,NJ
Suffern,New York
Westford,MA
Tel Aviv,Israel
Caldwell,ID
District of Columbia,Washington
Burnsville,MN
Shreveport,Louisiana
Marietta,GA
Seal Beach,California
Sanford,Florida
Trinity,Florida
Sun City Center,FL
Delran,NJ
Yuba City,California
Randolph Air Force Base,Texas
Hummelstown,PA
ST PETERSBURG,FL
"Kohala Coast, Hawaii Island",Hawaii
HERMITAGE,PA
Pensacola,Florida
Valders,Wisconsin
Boulogne-Billancourt,Ile de France
Staten Island,New York
Palm Springs,CA
Oceanside,CA
Draper,Utah
Bridgeville,Pennsylvania
laguna beach,California
Plainfield,Illinois
Bradenton,FL
Madera,CA
Lindon,UT
Bellaire,Texas
Binzen,Baden-Württemberg
Streetsboro,Ohio
East Longmeadow,MA
Canonsburg,PA
Destin,FL
North Salt Lake,UT
Avenel,NJ
Sherman Oaks,California
Seoul,Seoul
Cedar Springs,Michigan
Mapleton,Utah
Myrtle Beach,SC
Encinitas,California
Ghent,Flemish Region
Pace,FL
Mariehamn,Åland
ALMA,MI
Sterling Heights,MI
Murarrie,Queensland
O'Fallon,MO
Killeen,TX
Dyersburg,TN
Moss Point,MS
Erdenheim,PA
Westbury,NY
Vernal,Utah
Perth,Western Australia
Montverde,FL
Petach Tikva,Israel
205,Golden Apple Foundation
Iowa Falls,Iowa
Emmitsburg,MD
Ferndale,WA
Mountain Brook,Alabama
Latham,NY
1017 RP Amsterdam,North Holland
Covina,CA
Newtown Square,PA
Grand Blanc,MI
West Springfield,Massachusetts
Douglasville,Georgia
L'Hospitalet de Llobregat,Barcelona
Teterboro,NJ
Liberty,Missouri
Wilmington DE,USA
Manitowoc,Wisconsin
Fergus Falls,Minnesota
Peterborough,Cambs
Bangalroe,Karnataka
Indian Wells,CA
Oulu,Northern Ostrobothnia
Willis,Texas
Enola,Pennsylvania
Summit,New Jersey
Colleyville,TX
Cedar Park,Texas
Galt,CA
St Paul,MN
Terre Haute,Indiana
Langley,British Columbia
Federal Way,Washington
Universal City,CA
Orchard Park,New York
Battle Creek,Michigan
Surry Hills,NSW
Dubuque,Iowa
San Luis Obispo,California
Keller,Texas
Great River,NY
Woodland Hills ,CA 
Bend,OR
La Mesa,CA
Belton,MO
Brisbane,California
Winter Haven,FL
Pearl River,NY
Winnipeg,Manitoba
Lone Tree,CO
Edgewater,Maryland
Montgomery,Alabama
Horgen,8810
Bridgeport,Texas
Malmo,Skåne County
Lincolnwood,"Lincolnwood, Illinois"
Essen,North Rhine-Westphalia
Trevose,PA
Clinton,Mississippi
Frankfort,Kentucky
Northridge,California
Hugo,Minnesota
Canyon Lake,Texas
Bellflower,CA
Elsa,Texas
Palm Beach Gdns,Florida
Santa Paula,California
Phoenixville,PA
Coldwater,Michigan
Fort Walton Beach,Florida
El Paso,Texas
Thorofare,New Jersey
Cross Junction,Virginia
Winona,Minnesota
Yonkers,NY
Greenleaf,Wisconsin
Kenosha,Wisconsin
St. Clair Shores,MI
Staunton,Virginia
Munhall,Pennsylvania
East Greenwich,Rhode Island
Walnut,California
Gilbert,Arizona
Worland,Wyoming
Nacogdoches,Texas
Billings,Montana
Millwood,New York
Plattsburgh,New York
Cashmere,Washington
Mesquite,Texas
Red Wing,Minnesota
Cumming,Georgia
Southport,Queensland
Salinas,CA
irvine,CA
Belcamp,Maryland
Metuchen,New Jersey
Colfax,NC
Dundalk,Ireland
Havre de Grace,MD
Woodsville,NH
Upper Sandusky,OH
Doral,FL
West Bridgewater,Massachusetts
Shelbyville,Kentucky
Elstree,Herts
Bangor,ME
Bohemia,NY
301,Office Address
Wellsville,NY
New Brunswick,NJ
Glen Rock,NJ
Burton,Michigan
Rockport,ME
Stroudsburg,PA
Lenox,Iowa
Gold River,California
Hopland,CA
Surbiton,Surrey
North Las Vegas,Nevada
Uxbridge,Middlesex
Rancho Cordova,CA
Mount Vernon,Washington
Huntingdon,Cambridgeshire
South El Monte,CA
Temecula,CA
Alamosa,Colorado
Hermosa Beach,California
Santa Cruz,California
Black Mountain,NC
Kitchener,Ontario
Huntersville,North Carolina
Highland Park,IL
Avon,Ohio
Granite Bay,California
Chillicothe,Ohio
Prince George,British Columbia
Poinciana,Florida
Ypsilanti,Michigan
Perham,MN
Utica,New York
Santa Fe,NM
Sulphur Springs,Texas
Bowling Green,KY
Pismo Beach,California
Fairbanks,Alaska
Owensboro,Kentucky
Pickens,South Carolina
Allen,Texas 
Kochi,Kerala
Independence,Ohio
Maggie Valley,North Carolina
Randolph,NJ
State College,PA
Redington Shores,FL
Lehigh Acres,Florida
Fall River,Massachusetts
Leominster,Massachusetts
Wytheville,Virginia
Victorville,CA
Marl,North Rhine-Westphalia
Edinburgh,Scotland
Collierville,TN
Berryville,VA
Vicksburg,MS
Hempstead,New York
Pike Road,AL
West Boylston,Massachusetts
Grimsby ,ON
Doraville,GA
Horseheads,New York
Rohnert Park,California
COLUMBUS,Ohio
Artesia,California
Millville,New Jersey
Highwood,Illinois
Shoreham,Vermont
Bourne,MA
Babylon,New York
Green Brook Township ,New Jersey 
East Norriton Township,Pennsylvania
Eclectic,Alabama
Council Bluffs,IA
Fayetteville,Arkansas
Glen Burnie,MD
Ridgeway,South Carolina
Muscatine,Iowa
Van Alstyne,Texas
Hammond,Indiana
Montpellier,Occitanie
Wood Street,London
Ocala,Florida
Kenilworth,NJ
Rutherford,NJ
"Chuo-ku, Osaka",Osaka
Haverford,Pennsylvania
Apex,North Carolina
Le Kremlin-Bicêtre,Île-de-France
Hood River,Oregon
Eagle,Idaho
Snoqualmie,Select a state
Bengaluru,Karnataka
Lake Wales,FL
FRAMINGHAM,Massachusetts
Toms River,NJ
Pineville,NC
Saratoga Springs,NY
Wadsworth,Ohio
Oak Park,Michigan
Cornelius,NC
Lyndhurst,VA
Bedminster ,New Jersey
Waxhaw,North Carolina
West End,England
Earth City ,MO
Crowley,Texas
Minot,North Dakota
Sheridan,Wyoming
Vero Beach,Florida
Villingen-Schwenningen,Baden-Württemberg
Mattoon,Illinois
Mount Kisco,New York
Ambler,Pennsylvania
Manalapan,New Jersey
Scotch Plains,New Jersey
Bryan,Texas
Dublin 7,Dublin
Deltona,FL
Tobyhanna,Pennsylvania
Solana Beach,CA
Palmer,MA
Delhi,Delhi
Chatsworth,CA
Abu Dhabi,Abu Dhabi
KOLKATA,West Bengal
Nanjing,Jiangsu
Crown Point,Indiana
Westhampton Beach,New York
Flushing,New York
深圳市,广东省
Lisburn,Antrim
Clarksburg,Maryland
Anywhere,Anywhere
Leatherhead,Surrey
Columbia Falls,MT
Rolla,MO
Aalborg,Nordjylland
Elizabethtown,NC
Lewiston,ME
Windsor Mill,MD
Cranford,New Jersey
Oakland Park,FL
Bear,Delaware
Green Valley,Arizona
Wilkes-Barre,Pennsylvania
Tukwila,Washington
HOLLAND,Michigan
LAURELTON,New York
Farmingdale,New York
Rogers,Arkansas
Eden,Texas
Kailua-Kona,Hawaii
Shafter,California
Derry,New Hampshire
Voorhees,New Jersey
HUNTINGDON VALLEY,Pennsylvania
CHULA VISTA,California
GARDEN GROVE,California
Queens,New York
Maplewood,New Jersey
BIDDEFORD,Maine
Wall,New Jersey
Leavenworth,Kansas
Bartlett,Tennessee
EDWARDSBURG,Michigan
Humble,Texas
Castle Rock,Colorado
Moorhead,MN
Inver Grove Heights,MN
Waukee,Iowa
Flint,Michigan
Stanton,CA
Deventer,Overijssel
Quitman,Texas
San Pedro,CA
Daleville,VA
Mather,California
Mojave,CA
Green Valley Lake,California
Altadena,California
Sandnes,Rogaland
Reseda ,CA
Warwick ,RI
Visalia,CA
Bloomingdale,IL
Fort Bonifacio,Taguig
Allegan,Mi
Fort Defiance,Arizona
Sebastopol,California
Monticello,Florida
Redondo Beach,California
Dyersville,Iowa
Sumner,Washington
Scappoose,Oregon
Signal Hill,CA
Wilmette,Illinois
JBSA (Fort Sam Houston),Texas
Post Falls,Idaho
Mt. Pleasant,SC
Lockport,NY
West Valley City,Utah
Clearfield,PA
Edmond,OK
N. Venice,FL
Bowie,MD
League City ,TX
Gulf Shores,AL
Bagneux,France
Hope Mills,NC
Beltsville ,MD
Kapolei,HI
South Milwaukee,WI
Nashik,Maharashtra
Aldie,Virginia
Hazlet,New Jersey
Biloxi,Mississippi
"Harrisburg, ",PA
Palatine,IL
New London,CT
Gurgaon,Harayana 
BANGALORE,Karnataka
DELHI,Delhi
HYDERABAD,Telangana
Gadsden,Alabama
Alpine,Utah
Elk Grove Village,IL
Lafayette Hill,Pennsylvania
Tipton,Missouri
Nicholasville,Kentucky
Irwindale,CA
Sitka,Alaska
Hove,East Sussex
Morton Grove,Illinois
Thane,Maharashtra
West Lafayette,IN
Nyack,NY
Astoria,New York
Malibu,CA
Urbana,Illinois
Chippewa Falls,Wisconsin
Gansevoort,New York
New Ipswich,New Hampshire
West St. Paul,MN
LONDON,ENGLAND
Danby,Vermont
Westport,Connecticut
Milford Township,Pennsylvania
Ketchum,ID
Lynn,Massachusetts
Linthicum Heights,Maryland
La Marque,Texas
Dousman,Wisconsin
Encino,California
Napa,CA
St Charles,Illinois
Scarborough,Maine
Lewis Center,Ohio
Clermont,Florida
Glassboro,New Jersey
Stanley,North Carolina
Stafford,Texas
München,Bayern
Wilsonville,Oregon
Tolleson,Arizona
Panorama City,CA
Starr,South Carolina
Boynton Beach,Florida
Bossier City,Louisiana
North Dartmouth,Massachusetts
Brenham,Texas
"Dublin, OH",Ohio
Fort Pierce,Florida
Seabrook Island,South Carolina
Rialto,California
Anniston,Alabama
East Lyme,Connecticut
Winston Salem,North Carolina
Okeechobee,Florida
Telford,Pennsylvania
Weston,Florida
Puyallup,Washington
North York,Ontario
Hilton Head Island,South Carolina
Iowa City,Iowa
Manitou Springs,Colorado
Suffolk,Virginia
Shoreline,Washington
Edmonds,Washington
Fort Atkinson,Wisconsin
Brush Prairie,Washington
Johnson City,Tennessee
Hendersonville,Tennessee
Tannersville,Pennsylvania
Hodgkins,IL
Millersburg,Pennsylvania
Loxahatchee,Florida
Atlantis,Florida
Glenshaw,Pennsylvania 
Sebring,Florida
Fenton,Missouri
Plantsville,CT
Paterson,NJ
East Dundee,Illinois
Seville ,OH
Etobicoke,Ontario
Bethany,Connecticut
Flowood,MS
Waycross,Georgia
Avon Lake,Ohio
中央区,東京都
Bethel Park,Pennsylvania
DeLand,Florida
Portage,Indiana
Lake in the Hills,IL
Montclair,NJ
Wesly Chapel,Florida
Palm Harbor,Florida
New Hartford,Missouri
ATTICA,IN
Casper,Wyoming
Schiller Park,Illinois
Montgomery Village,Maryland
Hamden,Connecticut
Manhasset Hills,New York
Chambersburg,Pennsylvania
Lewistown,Montana
Praha 8,Prague
Alton,Illinois
New Carlisle,IN
Daphne,Alabama
Woodbury,NY
Iwakuni,Yamaguchi
Wyoming,MI
 Brooklyn,NY
Alamo,California
Muskegon,Michigan
Laguna Niguel,CA
Williamsport,MD
La Verne,California
Chula Vista,California
Timonium,Maryland
Homer,Alaska
Lake City,Florida
Brandon,FL
Miami ,FL 
Copper Canyon,Texas
Shelby Township,Michigan
OMAHA,NE
LONGWOOD,FLORIDA
Clifton,New Jersey
Davie ,FL
Delmar,NY
Olmsted Falls,Ohio
Regina,Saskatchewan
Joplin,Missouri
Cloquet,Minnesota
Dawsonville,Georgia
Jamison,PA
Hialeah,Florida
Flushing ,New York 
Gastonia,NC
Wallace,NC
Glendale Heights,Illinois
Odenton,MD
Merrill,Wisconsin
Sevilla,Sevilla
Owasso,Oklahoma
Healdsburg,California
Lansdale,Pennsylvania
El Monte,California
Lake Hopatcong,New Jersey
Northvale,New Jersey
Orem,Utah
​Sacramento,California
Oakwood,Georgia
Solo,Central Java
Bel Air,Maryland
Palm Desert,California
Amite,Louisiana
Uniontown,Ohio
Moultrie,GA
Sherrodsville,Ohio
Jefferson,WI
 Round Rock, Texas 
Gardner,Kansas
Daly City,California
Murfreesboro,TN
Jurupa Valley,California
Rancho Cucamonga,CA
Midlothian,Virginia
Ciudad Autónoma de Buenos Aires,buenos aires
Holdrege,Nebraska
Fife,WA
Norwood,Massachusetts
University Park,pa
Vacaville,CA
Saint-Eustache,QC
